"source","id","longitude","latitude"
"old_gps",190,102.600908,17.996925
"old_gps",194,102.629958,18.050428
"old_gps",207,102.636754,17.999397
"old_gps",208,102.636728,17.999403
"old_gps",212,102.888543,17.986858
"old_gps",214,102.577895,17.97063
"old_gps",217,102.620253,17.956652
"old_gps",218,102.646222,18.110797
"old_gps",225,102.640075,17.945004
"old_gps",226,102.646557,18.110078
"old_gps",230,102.607605,18.003992
"old_gps",236,102.621573,17.95575
"old_gps",237,102.962242,18.008466
"old_gps",254,102.609371,17.982418
"old_gps",258,102.634827,17.971144
"old_gps",260,102.634625,17.971109
"old_gps",263,102.625279,17.958094
"old_gps",264,102.665681,17.985553
"old_gps",265,102.630982,17.947735
"old_gps",269,102.661332,18.053321
"old_gps",274,102.645776,18.046993
"old_gps",275,102.669516,18.009002
"old_gps",297,102.588897,17.969061
"old_gps",307,102.62244,17.939086
"old_gps",319,102.632619,18.01234
"old_gps",321,102.617179,17.901131
"old_gps",334,102.615404,17.998279
"old_gps",342,102.638018,18.021968
"old_gps",344,102.62634,17.986296
"old_gps",347,102.639133,17.959093
"old_gps",350,102.632877,18.014056
"old_gps",352,102.663317,17.899974
"old_gps",369,102.621819,17.937911
"old_gps",372,102.658303,18.07026
"old_gps",379,102.635724,18.012506
"old_gps",380,102.614162,18.002913
"old_gps",382,102.768652,18.162045
"old_gps",383,102.626098,17.953923
"old_gps",388,102.638681,17.978092
"old_gps",391,102.638022,18.023228
"old_gps",395,102.532435,17.9894
"old_gps",396,102.645148,17.922532
"old_gps",397,102.617862,17.900668
"old_gps",409,102.630402,17.96218
"old_gps",411,102.629089,18.0126
"old_gps",418,102.666928,17.98639
"old_gps",420,102.688015,18.007902
"old_gps",421,102.629586,17.946602
"old_gps",428,102.636078,17.921786
"old_gps",440,102.648866,17.873586
"old_gps",441,102.629155,17.977999
"old_gps",453,102.635306,17.961754
"old_gps",454,102.625336,17.957291
"old_gps",459,102.614431,18.010525
"old_gps",464,102.746951,17.892821
"old_gps",467,102.593297,17.967185
"old_gps",472,102.696026,18.09251
"old_gps",473,102.524929,17.98085
"old_gps",482,102.641222,17.890689
"old_gps",484,102.687178,18.008926
"old_gps",485,102.600739,17.9642
"old_gps",486,102.632663,18.028897
"old_gps",489,102.629148,18.035685
"old_gps",490,102.570653,18.043075
"old_gps",497,102.630674,18.025926
"old_gps",498,102.782381,17.963547
"old_gps",507,102.591824,18.002191
"old_gps",513,102.874008,18.048081
"old_gps",515,102.641658,17.912317
"old_gps",517,102.614151,18.002918
"old_gps",518,102.63749,17.918734
"old_gps",520,102.590365,18.001624
"old_gps",521,102.577181,18.026955
"old_gps",522,102.706774,18.1232
"old_gps",530,102.694937,18.089416
"old_gps",533,102.594511,18.004246
"old_gps",537,102.704409,17.951472
"old_gps",539,102.616058,17.983367
"old_gps",542,102.627262,17.90601
"old_gps",545,102.628756,17.988772
"old_gps",553,102.665814,17.970964
"old_gps",554,102.536932,17.998876
"old_gps",555,102.878882,18.048665
"old_gps",558,102.611396,17.991614
"old_gps",559,102.62764,18.020519
"old_gps",560,102.63543,17.984361
"old_gps",581,102.668407,17.992828
"old_gps",582,102.647673,17.930172
"old_gps",583,102.701743,17.990596
"old_gps",584,103.006808,18.038768
"old_gps",586,103.006837,18.037702
"old_gps",589,102.66841,17.992816
"old_gps",592,102.632379,18.020152
"old_gps",597,102.61268,18.014577
"old_gps",621,102.627291,17.977759
"old_gps",624,102.637513,17.924815
"old_gps",627,102.920471,18.202742
"old_gps",629,102.657467,18.123868
"old_gps",633,102.637261,17.901103
"old_gps",636,102.736499,17.973472
"old_gps",640,102.629489,17.946367
"old_gps",643,102.736504,17.973469
"old_gps",647,102.628484,17.858532
"old_gps",654,102.63706,17.905047
"old_gps",655,102.640116,17.952386
"old_gps",657,102.665298,17.815637
"old_gps",659,102.640854,18.008083
"old_gps",661,102.645506,17.930803
"old_gps",665,102.92292,18.048769
"old_gps",668,102.690674,18.093126
"old_gps",677,102.641411,17.901611
"old_gps",679,102.619407,18.003457
"old_gps",687,102.688755,18.132191
"old_gps",688,102.684529,18.013564
"old_gps",689,102.702975,17.947343
"old_gps",692,102.630194,18.027351
"old_gps",694,102.626792,18.054162
"old_gps",703,102.658348,17.990509
"old_gps",707,102.610515,17.980157
"old_gps",711,102.703913,17.982991
"old_gps",716,102.646284,18.049952
"old_gps",717,102.635763,18.045362
"old_gps",720,102.786358,18.066154
"old_gps",722,102.919863,18.048087
"old_gps",723,102.639722,18.0085
"old_gps",724,102.648194,17.902249
"old_gps",732,102.888838,18.043466
"old_gps",739,102.629359,18.04496
"old_gps",740,102.64623,18.050906
"old_gps",744,102.623674,17.935975
"old_gps",746,102.664312,17.877802
"old_gps",747,102.619762,17.936234
"old_gps",748,102.930245,18.204568
"old_gps",751,102.705612,18.071126
"old_gps",754,102.668048,17.942211
"old_gps",757,102.637526,18.045324
"old_gps",758,102.667104,17.989292
"old_gps",763,102.615365,18.01411
"old_gps",766,102.682325,17.812641
"old_gps",768,102.930096,18.203112
"old_gps",772,102.645027,17.9331
"old_gps",775,102.809789,18.019955
"old_gps",783,102.624247,18.071887
"old_gps",784,102.572233,17.98515
"old_gps",785,102.681185,17.830101
"old_gps",786,102.651139,17.937557
"old_gps",792,102.678309,18.068132
"old_gps",793,102.749608,18.105556
"old_gps",797,102.774552,18.056502
"old_gps",798,102.660986,17.988453
"old_gps",800,102.684015,17.962351
"old_gps",802,102.630206,18.015044
"old_gps",803,102.630044,18.015074
"old_gps",808,102.631905,18.069851
"old_gps",812,102.918086,18.116759
"old_gps",813,102.625591,17.946354
"old_gps",814,102.774546,18.056498
"old_gps",815,102.654291,17.988734
"old_gps",816,102.807908,18.059019
"old_gps",820,102.921228,18.048405
"old_gps",822,102.635573,17.970904
"old_gps",825,102.628974,18.073888
"old_gps",840,102.636756,18.010664
"old_gps",841,102.612798,17.891491
"old_gps",849,102.637835,17.948868
"old_gps",852,102.610325,17.972691
"old_gps",856,102.585419,18.029986
"old_gps",863,102.708514,18.045228
"old_gps",867,102.810656,18.019779
"old_gps",868,102.729473,18.097038
"old_gps",870,102.594479,17.991012
"old_gps",875,102.665596,18.12711
"old_gps",879,102.61455,17.984026
"old_gps",881,102.650605,18.115527
"old_gps",890,102.810598,18.019534
"old_gps",892,102.684894,17.825902
"old_gps",893,102.617359,18.019361
"old_gps",895,102.613401,17.995037
"old_gps",896,102.659132,18.118884
"old_gps",897,102.859054,18.208826
"old_gps",898,102.659128,18.118884
"old_gps",901,102.778259,18.054521
"old_gps",904,102.623783,17.97403
"old_gps",908,102.639231,18.013117
"old_gps",911,102.94156,18.048241
"old_gps",915,102.635161,17.968873
"old_gps",916,102.749058,18.073157
"old_gps",917,102.67457,17.991576
"old_gps",923,102.664988,17.9914
"old_gps",924,102.607626,17.840676
"old_gps",930,102.680649,18.129918
"old_gps",931,102.935327,18.082717
"old_gps",934,102.729599,18.099009
"old_gps",935,102.570997,18.028609
"old_gps",936,102.60433,18.038374
"old_gps",937,102.645814,18.11109
"old_gps",938,102.641066,17.910044
"old_gps",940,102.504668,18.020304
"old_gps",941,102.496401,18.196384
"old_gps",943,102.665475,18.130644
"old_gps",948,102.649725,18.101915
"old_gps",951,102.66682,18.127865
"old_gps",952,102.812792,18.020942
"old_gps",954,102.64581,18.111095
"old_gps",955,102.689976,18.060413
"old_gps",956,102.674565,17.809428
"old_gps",957,102.693392,18.090416
"old_gps",963,102.75894,17.988822
"old_gps",965,102.793594,18.029232
"old_gps",970,102.612421,18.009732
"old_gps",971,102.702789,17.947937
"old_gps",973,102.61002,18.009729
"old_gps",975,102.689858,18.132609
"old_gps",979,102.677282,17.811752
"old_gps",980,102.65702,17.851162
"old_gps",981,102.761431,18.054289
"old_gps",982,102.174911,18.209073
"old_gps",983,102.972215,18.104024
"old_gps",989,102.613889,17.994261
"old_gps",990,102.63388,18.003577
"old_gps",995,102.618554,17.935734
"old_gps",996,102.618553,17.935737
"old_gps",998,102.666823,17.990761
"old_gps",1002,102.612134,18.049483
"old_gps",1004,102.682495,18.13085
"old_gps",1012,102.897634,18.209929
"old_gps",1014,102.666819,18.127862
"old_gps",1019,102.593765,18.037416
"old_gps",1021,102.826595,17.952788
"old_gps",1023,102.665886,18.066687
"old_gps",1027,102.641431,17.92652
"old_gps",1035,102.691725,18.131824
"old_gps",1037,102.755431,17.898592
"old_gps",1041,102.751487,18.085643
"old_gps",1042,102.281807,18.139769
"old_gps",1059,102.616633,17.996153
"old_gps",1061,102.620091,17.942588
"old_gps",1062,102.502874,18.146729
"old_gps",1063,102.665629,17.990431
"old_gps",1065,102.634507,17.946477
"old_gps",1067,102.635752,17.931121
"old_gps",1069,102.667555,17.955029
"old_gps",1071,102.616559,17.927962
"old_gps",1076,102.789286,18.006726
"old_gps",1078,102.808301,18.022368
"old_gps",1081,102.643826,17.832241
"old_gps",1082,102.704398,17.951465
"old_gps",1083,102.638897,17.952636
"old_gps",1084,102.682564,17.830504
"old_gps",1085,102.702937,17.98345
"old_gps",1087,102.661393,17.992978
"old_gps",1092,102.547898,18.030083
"old_gps",1095,102.658837,17.995145
"old_gps",1100,102.896291,18.210869
"old_gps",1112,102.896644,18.209988
"old_gps",1114,102.878753,18.187929
"old_gps",1121,102.667735,17.906287
"old_gps",1123,102.671738,18.000157
"old_gps",1124,102.664755,17.991056
"old_gps",1125,102.729492,18.098661
"old_gps",1128,102.526782,18.022117
"old_gps",1130,102.746157,18.28124
"old_gps",1132,102.610157,18.045019
"old_gps",1133,102.641329,17.912915
"old_gps",1139,102.636945,17.898483
"old_gps",1149,102.793281,18.031607
"old_gps",1150,102.788803,18.027594
"old_gps",1151,102.643491,17.910877
"old_gps",1154,102.738932,18.049825
"old_gps",1155,102.731197,18.115118
"old_gps",1156,102.686511,18.132108
"old_gps",1157,102.914322,18.118299
"old_gps",1160,102.703913,17.95244
"old_gps",1163,102.587517,18.030841
"old_gps",1165,102.708168,18.122653
"old_gps",1166,102.614598,17.990851
"old_gps",1172,102.858191,18.106557
"old_gps",1174,102.498908,18.218778
"old_gps",1175,102.632655,17.955893
"old_gps",1177,102.637119,18.02288
"old_gps",1179,102.636463,18.011074
"old_gps",1180,102.636458,18.011081
"old_gps",1184,102.630444,18.016945
"old_gps",1190,102.652758,18.113801
"old_gps",1198,102.62807,18.12017
"old_gps",1199,102.606461,18.040177
"old_gps",1205,102.618476,17.925236
"old_gps",1206,102.681881,17.83036
"old_gps",1207,102.743112,18.049479
"old_gps",1211,102.707738,18.123181
"old_gps",1214,102.816089,18.042207
"old_gps",1215,102.669862,17.953968
"old_gps",1216,102.606221,18.040546
"old_gps",1220,102.538026,18.000553
"old_gps",1222,102.634766,17.989976
"old_gps",1223,102.70774,18.123169
"old_gps",1227,102.649622,18.053801
"old_gps",1231,102.640917,18.049289
"old_gps",1232,102.611816,18.018585
"old_gps",1233,102.235588,18.219604
"old_gps",1236,102.626585,17.943809
"old_gps",1241,102.65249,18.094113
"old_gps",1242,102.622754,17.952898
"old_gps",1244,102.668456,18.005521
"old_gps",1245,102.615997,17.983377
"old_gps",1247,102.675145,18.002384
"old_gps",1249,102.611815,18.041294
"old_gps",1250,102.602869,18.040458
"old_gps",1252,102.623194,18.07743
"old_gps",1253,102.788661,18.062829
"old_gps",1256,102.647247,17.930117
"old_gps",1257,102.681853,17.830285
"old_gps",1263,102.630801,18.016084
"old_gps",1265,102.601216,18.039601
"old_gps",1267,102.46669,18.16751
"old_gps",1269,102.668456,18.129478
"old_gps",1279,102.233608,18.215238
"old_gps",1280,102.64733,17.899734
"old_gps",1281,102.634297,17.956112
"old_gps",1282,102.690037,18.060451
"old_gps",1284,102.649342,17.829399
"old_gps",1285,102.649355,17.829386
"old_gps",1286,102.666115,18.066545
"old_gps",1293,102.623276,17.944429
"old_gps",1294,102.664926,17.991031
"old_gps",1298,102.616597,17.927974
"old_gps",1303,102.610892,18.050673
"old_gps",1311,102.67162,17.970315
"old_gps",1312,102.880233,18.042486
"old_gps",1313,102.657653,17.985691
"old_gps",1314,102.623032,18.072601
"old_gps",1318,102.707852,18.122386
"old_gps",1323,102.517393,17.987772
"old_gps",1325,102.640062,17.958698
"old_gps",1326,102.629833,17.996328
"old_gps",1330,102.614022,18.022236
"old_gps",1331,102.505133,18.107097
"old_gps",1334,102.671138,17.987386
"old_gps",1335,102.64788,17.905872
"old_gps",1336,102.690203,18.004647
"old_gps",1337,102.637694,18.01072
"old_gps",1340,102.631926,18.047989
"old_gps",1346,102.61242,18.009716
"old_gps",1348,102.740698,18.058554
"old_gps",1349,102.708301,18.122176
"old_gps",1351,102.622903,18.078332
"old_gps",1353,102.560899,18.062434
"old_gps",1357,102.641172,17.975294
"old_gps",1358,102.6295,18.033684
"old_gps",1362,102.703042,17.983705
"old_gps",1364,102.630436,18.048971
"old_gps",1365,102.89508,18.211336
"old_gps",1367,102.640061,18.012729
"old_gps",1391,102.66446,17.991283
"old_gps",1395,102.613824,17.983923
"old_gps",1398,102.640422,18.016137
"old_gps",1400,102.636579,17.985741
"old_gps",1407,102.594634,18.006039
"old_gps",1411,102.623286,17.980128
"old_gps",1417,102.613902,18.000846
"old_gps",1419,102.874157,18.132151
"old_gps",1424,102.618572,17.935376
"old_gps",1428,102.666218,17.972118
"old_gps",1432,102.788891,18.006017
"old_gps",1433,102.788874,18.006002
"old_gps",1435,102.627068,17.896704
"old_gps",1437,102.624668,17.961682
"old_gps",1439,102.615908,17.933548
"old_gps",1443,102.623471,17.942292
"old_gps",1445,102.577496,17.969391
"old_gps",1448,102.633074,17.998564
"old_gps",1451,102.629504,18.033679
"old_gps",1453,102.632951,17.989804
"old_gps",1454,102.615965,18.015825
"old_gps",1455,102.613865,17.989124
"old_gps",1456,102.669921,18.039427
"old_gps",1466,102.628908,18.018789
"old_gps",1472,102.605657,17.989213
"old_gps",1474,102.737797,18.120846
"old_gps",1476,102.625739,18.011078
"old_gps",1481,102.665421,17.991626
"old_gps",1487,102.745841,18.087535
"old_gps",1489,102.644129,17.905004
"old_gps",1490,102.64527,18.023593
"old_gps",1492,102.839692,17.966846
"old_gps",1494,102.636363,17.898963
"old_gps",1496,102.650466,17.924913
"old_gps",1499,102.663812,18.067469
"old_gps",1501,102.542253,18.089346
"old_gps",1503,102.618824,17.898206
"old_gps",1504,102.499491,18.172411
"old_gps",1511,102.627033,17.95398
"old_gps",1515,102.61908,17.900301
"old_gps",1517,102.942423,18.049658
"old_gps",1519,102.626764,18.126989
"old_gps",1523,102.641177,17.867853
"old_gps",1526,102.666194,18.130762
"old_gps",1529,102.551723,17.981626
"old_gps",1530,102.632287,17.913018
"old_gps",1531,102.703691,17.941357
"old_gps",1532,102.658111,17.993304
"old_gps",1545,102.242105,18.219375
"old_gps",1547,102.575583,18.061835
"old_gps",1548,102.631891,18.047951
"old_gps",1554,102.747367,18.073479
"old_gps",1561,102.613178,17.975818
"old_gps",1564,102.64,17.994158
"old_gps",1566,102.820365,18.059882
"old_gps",1567,102.636355,18.011494
"old_gps",1568,102.604977,18.03647
"old_gps",1569,102.729804,18.115264
"old_gps",1570,102.673717,18.00746
"old_gps",1572,102.605237,18.038037
"old_gps",1576,102.619005,18.02289
"old_gps",1578,102.622883,17.981071
"old_gps",1579,102.630275,17.955471
"old_gps",1580,102.642953,18.014563
"old_gps",1584,102.617668,18.186693
"old_gps",1585,102.673258,18.007241
"old_gps",1586,102.640935,17.947369
"old_gps",1588,102.641734,18.0157
"old_gps",1589,102.59244,17.996579
"old_gps",1597,102.644346,17.916119
"old_gps",1598,102.667008,17.991121
"old_gps",1599,102.637089,17.952357
"old_gps",1604,102.634214,17.945979
"old_gps",1606,102.599472,18.038475
"old_gps",1607,102.637024,17.938388
